Data,Kraków - Aleja Krasińskiego (pył zawieszony PM2.5 [jednostka ug/m3]),Kraków - Aleja Krasińskiego (pył zawieszony PM10 [jednostka ug/m3]),Kraków - Aleja Krasińskiego (dwutlenek azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenek azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenki azotu [jednostka ug/m3]),Kraków - Aleja Krasińskiego (tlenek węgla [jednostka ug/m3]),Kraków - Aleja Krasińskiego (benzen [jednostka ug/m3])
2023-09-20T22:00:00Z,10.1,26.5,41,66.8,143.4,0.9,0.8
2023-09-20T23:00:00Z,9,19.9,39.3,47.4,112,0.7,0.8
2023-09-21T00:00:00Z,8.4,17.1,31.8,38.4,90.8,0.7,0.7
2023-09-21T01:00:00Z,9.3,20.8,25.2,36.9,81.8,0.6,0.6
2023-09-21T02:00:00Z,9.4,18.2,23.5,32.2,72.7,0.5,0.6
2023-09-21T03:00:00Z,9.2,17.8,19.3,28.5,63,0.5,0.5
2023-09-21T04:00:00Z,9.9,17.2,19.2,49.3,94.7,0.5,0.5
2023-09-21T05:00:00Z,10.8,20.9,18,60.4,110.6,0.5,0.6
2023-09-21T06:00:00Z,14.4,29.6,36.8,139.6,250.7,0.9,0.9
2023-09-21T07:00:00Z,18.7,40.3,47.3,136.2,256.1,1,3.6
2023-09-21T08:00:00Z,14.7,37.3,47.3,99.1,199.3,0.7,2.9
2023-09-21T09:00:00Z,11.6,28.5,48.6,92.4,190.6,0.7,1.2
2023-09-21T10:00:00Z,9.2,23.4,49.5,66.8,151.9,0.6,0.8
2023-09-21T11:00:00Z,8.2,20.8,45.9,44.8,115,0.5,0.4
2023-09-21T12:00:00Z,7.3,19.6,58.2,42.4,123.1,0.5,0.4
2023-09-21T13:00:00Z,6,17.4,63.8,46.9,135.6,0.5,0.4
2023-09-21T14:00:00Z,5.5,15.7,68.2,50,144.9,0.6,0.5
2023-09-21T15:00:00Z,5.8,17.5,70.2,51.3,149,0.6,0.5
2023-09-21T16:00:00Z,5.4,15,84.2,73.7,197.1,0.7,0.6
2023-09-21T17:00:00Z,6.5,16.5,92.9,97.2,242.1,0.7,0.7
2023-09-21T18:00:00Z,7.9,23.7,83.1,71.8,193.2,0.8,0.7
2023-09-21T19:00:00Z,9.4,19.8,73.2,50.8,150.7,0.6,0.6
2023-09-21T20:00:00Z,8.7,19.1,76.1,59.7,167.5,0.7,0.8
2023-09-21T21:00:00Z,12,31.6,78.4,104.4,238.5,1.1,1.2
2023-09-21T22:00:00Z,11.8,30.8,67.9,60.4,160.6,0.8,1.1
2023-09-21T23:00:00Z,12.7,31.4,61.1,66.2,162.6,0.8,0.8
2023-09-22T00:00:00Z,11.2,23,51,32.7,101.2,0.7,0.9
2023-09-22T01:00:00Z,10.7,20.7,40.1,31.5,88.4,0.6,0.7
2023-09-22T02:00:00Z,NA,NA,NA,9.9,19,NA,0.7
2023-09-22T03:00:00Z,10.2,21.2,36.6,22.8,71.6,0.4,0.6
2023-09-22T04:00:00Z,12.3,25.1,32.5,21.8,66,0.4,0.8
2023-09-22T05:00:00Z,13.1,27.2,46,72.5,157.2,0.6,0.8
2023-09-22T06:00:00Z,15.5,34.2,46.9,82.7,173.7,0.7,1.2
2023-09-22T07:00:00Z,14.7,34,53.3,100.7,207.8,0.8,0.9
2023-09-22T08:00:00Z,19.5,43.1,58.3,86.1,190.1,0.7,1.1
2023-09-22T09:00:00Z,21.1,53.5,63.8,85.7,195.2,0.8,1.2
2023-09-22T10:00:00Z,12.2,27.2,48.4,45,117.4,0.5,0.9
2023-09-22T11:00:00Z,14,58.7,38.2,24.1,75.2,0.4,0.3
2023-09-22T12:00:00Z,8.7,26.8,39.8,23.4,75.8,0.4,0.2
2023-09-22T13:00:00Z,7.6,20.1,51,33.1,101.8,0.4,0.2
2023-09-22T14:00:00Z,7.5,23.4,36.7,24.1,73.7,0.4,0.2
2023-09-22T15:00:00Z,7.6,19.2,33.9,23.8,70.3,0.4,0.2
2023-09-22T16:00:00Z,7.9,19.7,44.5,26.8,85.6,0.4,0.2
2023-09-22T17:00:00Z,10,25.6,66.8,44.4,134.9,0.6,0.4
2023-09-22T18:00:00Z,11.2,25.2,59.4,41.2,122.5,0.6,0.4
2023-09-22T19:00:00Z,14.5,34.7,82.3,58.1,171.3,0.7,0.5
2023-09-22T20:00:00Z,16.9,34.4,83,66.1,184.5,1,0.9
2023-09-22T21:00:00Z,22,36.6,72.9,77.9,192.3,0.9,1.3
2023-09-22T22:00:00Z,23.6,39.4,61.1,64.7,160.2,0.9,0.9
2023-09-22T23:00:00Z,23.5,38.2,57.9,79.2,179.3,0.9,1
2023-09-23T00:00:00Z,22.2,37.9,51.1,75.8,167.3,0.9,1
2023-09-23T01:00:00Z,18.6,31.3,40.1,44.3,107.9,0.7,0.8
2023-09-23T02:00:00Z,9.3,18.6,37.3,13.8,58.5,0.4,0.2
2023-09-23T03:00:00Z,8.7,15.1,30.3,10.3,46.1,0.4,0.1
2023-09-23T04:00:00Z,8.5,14.1,27.4,20.3,58.5,0.4,0.1
2023-09-23T05:00:00Z,15,22.7,24,19.9,54.6,0.4,0.2
2023-09-23T06:00:00Z,15.5,23.4,20.7,24.1,57.7,0.4,0.3
2023-09-23T07:00:00Z,17.8,25.8,25,32.4,74.6,0.4,0.3
2023-09-23T08:00:00Z,18,26.8,25.9,30.6,72.8,0.4,0.2
2023-09-23T09:00:00Z,16.5,23.2,29.4,39,89,0.5,0.3
2023-09-23T10:00:00Z,15.4,20.3,29.8,43.7,96.8,0.6,0.4
2023-09-23T11:00:00Z,5.5,7.7,26.8,36,82,0.5,0.4
2023-09-23T12:00:00Z,3.5,5.1,26.4,28.4,70,0.5,0.3
2023-09-23T13:00:00Z,2.5,4.5,33.5,39.9,94.5,0.5,0.3
2023-09-23T14:00:00Z,2.4,3.9,39,37,95.7,0.5,0.4
2023-09-23T15:00:00Z,3.7,5.2,33,34.4,85.7,0.5,0.4
2023-09-23T16:00:00Z,4,5.5,31.6,34,83.8,0.5,0.4
2023-09-23T17:00:00Z,17.3,19.9,48,40.2,109.6,0.5,0.4
2023-09-23T18:00:00Z,34.7,39.2,47.8,44.5,116.1,0.6,0.5
2023-09-23T19:00:00Z,6.2,10.3,48.5,56.7,135.3,0.7,0.6
2023-09-23T20:00:00Z,7.3,11.7,42.7,47.5,115.5,0.6,0.6
2023-09-23T21:00:00Z,9.6,19.8,38.1,49.2,113.6,0.7,0.6
2023-09-23T22:00:00Z,11.5,22.8,33.7,39.7,94.6,0.6,0.6
2023-09-23T23:00:00Z,13,23.8,29.5,35.2,83.6,0.6,0.6
2023-09-24T00:00:00Z,14.9,23.8,26.7,40.1,88.1,0.6,0.5
2023-09-24T01:00:00Z,13.4,19.7,24,30.4,70.6,0.5,0.4
2023-09-24T02:00:00Z,9.4,13.2,24.3,18.5,52.6,0.5,0.3
2023-09-24T03:00:00Z,6.3,9.4,26.3,17.8,53.6,0.4,0.3
2023-09-24T04:00:00Z,5.3,8.3,23.6,10.2,39.2,0.4,0.2
2023-09-24T05:00:00Z,5.8,9,28.4,18.4,56.7,0.4,0.2
2023-09-24T06:00:00Z,6.1,10.9,23.6,21.6,56.7,0.4,0.2
2023-09-24T07:00:00Z,5.4,9.9,23.5,26.4,63.9,0.4,0.2
2023-09-24T08:00:00Z,5.4,9.2,28.1,22.9,63.2,0.4,0.2
2023-09-24T09:00:00Z,5.5,8.6,31.1,28.3,74.5,0.4,0.2
2023-09-24T10:00:00Z,NA,5.9,8.7,24.2,23.6,60.4,0.4
2023-09-24T11:00:00Z,5.8,8,24.2,27.2,66,0.4,0.2
2023-09-24T12:00:00Z,6.3,9.1,23.7,26.3,64,0.4,0.3
2023-09-24T13:00:00Z,6.6,8.7,38.3,31.8,87,0.5,0.3
2023-09-24T14:00:00Z,6.5,9.4,43.6,46.4,114.7,0.6,0.5
2023-09-24T15:00:00Z,7.6,13.9,51.1,53.3,132.8,0.7,0.5
2023-09-24T16:00:00Z,7.4,11.2,50.9,53.6,133.2,0.7,0.5
2023-09-24T17:00:00Z,8,12,50.2,54.1,133.1,0.7,0.6
2023-09-24T18:00:00Z,7.4,12,52.8,52.2,132.8,0.7,0.7
2023-09-24T19:00:00Z,8.1,15.8,58.4,74.6,172.8,0.9,0.7
2023-09-24T20:00:00Z,8.7,17.6,48.5,59.5,139.7,0.7,0.7
2023-09-24T21:00:00Z,7.5,13.4,39.6,35.6,94.1,0.6,0.5
2023-09-24T22:00:00Z,7.1,10.6,38.9,33.8,90.8,0.6,0.5
2023-09-24T23:00:00Z,7.3,11.3,41.7,35.5,96.2,0.6,0.3
2023-09-25T00:00:00Z,7.6,11.6,28.2,12.5,47.3,0.4,0.3
2023-09-25T01:00:00Z,7.8,13.5,25.5,11.5,43.1,0.4,0.3
2023-09-25T02:00:00Z,8.2,14.2,16,7.7,27.8,0.3,0.2
2023-09-25T03:00:00Z,9,15,15.2,6.8,25.6,0.3,0.2
2023-09-25T04:00:00Z,10,15.6,17,12.8,36.6,0.4,0.1
2023-09-25T05:00:00Z,12.1,21.8,31.9,30.8,79.1,0.4,0.2
2023-09-25T06:00:00Z,13.7,23.7,36.1,44.7,104.8,0.5,0.3
2023-09-25T07:00:00Z,17.9,29.2,39.7,56.2,125.9,0.6,0.5
2023-09-25T08:00:00Z,20,31.7,39.5,58.7,129.6,0.6,0.9
2023-09-25T09:00:00Z,14.8,24.9,37.5,62,132.5,0.6,0.5
2023-09-25T10:00:00Z,17.9,26.8,36.6,58.2,125.8,0.5,0.6
2023-09-25T11:00:00Z,19.8,30.8,37.9,62.1,133.1,0.5,0.9
2023-09-25T12:00:00Z,16.3,31.2,39,65.5,139.4,0.5,0.6
2023-09-25T13:00:00Z,15.3,25.7,45.1,60.6,138,0.7,0.8
2023-09-25T14:00:00Z,14.5,24.4,42.6,58.7,132.6,0.6,0.8
2023-09-25T15:00:00Z,13.9,26.3,41.7,45.4,111.3,0.6,0.7
2023-09-25T16:00:00Z,14.8,27.6,46.2,58.3,135.6,0.6,0.6
2023-09-25T17:00:00Z,15.4,25.8,50.2,60.1,142.3,0.6,0.8
2023-09-25T18:00:00Z,16.6,27.6,45.9,46.1,116.7,0.7,1
2023-09-25T19:00:00Z,16,26.1,41.1,43,107,0.6,0.6
2023-09-25T20:00:00Z,17.1,28.1,40.9,47.7,114,0.6,0.6
2023-09-25T21:00:00Z,20.5,32.9,31.5,31.2,79.3,0.6,0.7
2023-09-25T22:00:00Z,19.2,29.9,25.9,25.2,64.6,0.5,0.6
2023-09-25T23:00:00Z,18.4,27.8,21.6,19,50.8,0.4,0.4
2023-09-26T00:00:00Z,19.3,28.5,19,9.3,33.3,0.4,0.5
2023-09-26T01:00:00Z,18,25.3,12.5,7.5,24,0.4,0.7
2023-09-26T02:00:00Z,19.8,28.5,10.4,6.1,19.6,0.3,0.2
2023-09-26T03:00:00Z,20.8,30.7,12,6,21.3,0.3,0.2
2023-09-26T04:00:00Z,18.1,25.9,15.9,13.1,36,0.4,0.2
2023-09-26T05:00:00Z,16,26.3,34.2,78.7,154.8,0.6,0.3
2023-09-26T06:00:00Z,15.9,30,41.6,170,302.3,1,0.7
2023-09-26T07:00:00Z,21.9,41.2,36.6,158.2,279,1,1.7
2023-09-26T08:00:00Z,20.6,30.8,25.8,60,117.8,0.5,0.8
2023-09-26T09:00:00Z,18.2,34.6,31.1,74.5,145.3,0.6,0.5
2023-09-26T10:00:00Z,15.5,30.2,31.5,54.7,115.3,0.5,0.4
2023-09-26T11:00:00Z,15.1,27.9,34.5,50.9,112.8,0.5,0.5
2023-09-26T12:00:00Z,16.4,32.5,39,49.1,114.2,0.6,0.6
2023-09-26T13:00:00Z,15.4,30.3,43.9,44.4,112,0.6,0.7
2023-09-26T14:00:00Z,15.3,30.2,43.1,40.4,105.2,0.6,0.5
2023-09-26T15:00:00Z,19.9,37.7,66,67.2,169.1,0.8,0.9
2023-09-26T16:00:00Z,19.6,36.5,69,64.2,167.5,0.9,1.1
2023-09-26T17:00:00Z,21.9,40.5,76.5,72.8,188.1,0.8,0.8
2023-09-26T18:00:00Z,22.1,42,83.8,82.8,210.8,0.9,0.8
2023-09-26T19:00:00Z,25,48.1,83.4,107.7,248.6,1.2,1
2023-09-26T20:00:00Z,26,48.7,62.8,45.6,132.7,0.8,1.3
2023-09-26T21:00:00Z,29.6,51.9,57,46,127.5,0.8,1.1
2023-09-26T22:00:00Z,32.8,53.8,55.5,94.8,200.7,1.2,1.5
2023-09-26T23:00:00Z,29.4,45.6,42.9,65.3,143.2,0.9,1.5
2023-09-27T00:00:00Z,24.8,34.3,31.1,53.3,112.9,0.7,1
2023-09-27T01:00:00Z,25.1,33,26.4,39.7,87.4,0.7,0.8
2023-09-27T02:00:00Z,NA,NA,NA,26.4,32.4,NA,0.8
2023-09-27T03:00:00Z,28,35.3,30.4,27.8,73.1,0.5,0.6
2023-09-27T04:00:00Z,24.3,27.4,25.2,34.3,77.8,0.5,0.5
2023-09-27T05:00:00Z,24.7,28.7,28.7,48.3,102.8,0.6,0.9
2023-09-27T06:00:00Z,23.1,28.6,32,61.2,125.9,0.7,0.8
2023-09-27T07:00:00Z,18.5,22.4,27.8,50.2,104.7,0.6,0.8
2023-09-27T08:00:00Z,20.6,31.5,32.1,81.9,157.6,0.7,1
2023-09-27T09:00:00Z,23.8,46.5,34.6,122.5,222,0.9,1.2
2023-09-27T10:00:00Z,26.5,53,47,82.9,174.2,0.8,1
2023-09-27T11:00:00Z,22.2,47.4,56.8,59.8,148.5,0.6,0.8
2023-09-27T12:00:00Z,18.8,49.1,75.3,66.4,177.1,0.7,0.6
2023-09-27T13:00:00Z,21.1,58.2,74.2,51,152.5,0.6,1.3
2023-09-27T14:00:00Z,18,46.7,70.6,41.8,134.5,0.6,1
2023-09-27T15:00:00Z,17.5,41.6,71.6,38.9,131.3,0.6,0.8
2023-09-27T16:00:00Z,16.5,37.1,71.5,36.8,128,0.6,0.7
2023-09-27T17:00:00Z,16.7,36.5,76.1,38.3,134.9,0.6,0.6
2023-09-27T18:00:00Z,21.3,42.2,92.4,69.9,199.6,0.9,0.9
2023-09-27T19:00:00Z,24,47.9,97.3,84.7,227.1,1,1.2
2023-09-27T20:00:00Z,25.8,50.4,83.1,90.9,222.3,1.1,1.5
2023-09-27T21:00:00Z,26,51.2,65.1,85.6,196.3,1,1.3
2023-09-27T22:00:00Z,24.2,44.2,52.7,72.7,164.2,0.9,1.1
2023-09-27T23:00:00Z,23.6,39.3,41.1,48.2,115.1,0.8,1
2023-09-28T00:00:00Z,23,34.3,35.9,45.3,105.4,0.8,0.9
2023-09-28T01:00:00Z,21.4,30.4,29.7,52.1,109.6,0.7,0.9
2023-09-28T02:00:00Z,20.7,29.5,24.5,44.1,92.2,0.6,0.7
2023-09-28T03:00:00Z,19.5,27.5,24.1,35.2,78.1,0.5,0.7
2023-09-28T04:00:00Z,21,31.1,21.6,53.3,103.4,0.6,0.6
2023-09-28T05:00:00Z,20.5,30,21,56.4,107.5,0.6,0.7
2023-09-28T06:00:00Z,20.7,32.4,24.3,98.2,174.8,0.7,0.7
2023-09-28T07:00:00Z,23.9,47.2,26.1,123.1,214.8,0.9,1
2023-09-28T08:00:00Z,32.7,61,39.9,150.3,270.3,0.9,1.2
2023-09-28T09:00:00Z,34.6,65.2,36.9,82.2,162.9,0.7,1.5
2023-09-28T10:00:00Z,24.4,48.1,50,60.2,142.3,0.6,1.4
2023-09-28T11:00:00Z,25.8,61.5,59.5,66.1,160.7,0.7,1
2023-09-28T12:00:00Z,20.9,54.8,63.8,71.3,173.1,0.6,0.9
2023-09-28T13:00:00Z,17.4,35,66.6,55,150.9,0.7,0.5
2023-09-28T14:00:00Z,14.6,31.4,70.9,45.7,141,0.7,0.7
2023-09-28T15:00:00Z,15,31.3,84.5,58.8,174.8,0.7,0.7
2023-09-28T16:00:00Z,16.2,43.2,88.4,54.1,171.6,0.6,0.7
2023-09-28T17:00:00Z,15.2,34.3,101.3,76,217.9,0.9,0.8
2023-09-28T18:00:00Z,18,43.3,106.6,149.5,335.1,1,0.9
2023-09-28T19:00:00Z,21.6,53.5,89.2,121.3,275,1.1,1.4
2023-09-28T20:00:00Z,28.4,59.2,76.9,112.2,249,1.2,1.4
2023-09-28T21:00:00Z,26.2,53.1,63.4,93,206.1,1.1,1.4
2023-09-28T22:00:00Z,23.8,46.5,51.8,92.8,194.1,1,1
2023-09-28T23:00:00Z,22.8,38.3,44.7,66.3,146.4,0.8,1
2023-09-29T00:00:00Z,23.1,36.7,40.9,91.2,180.7,0.9,0.9
2023-09-29T01:00:00Z,23.6,37.8,34.3,41.1,97.4,0.7,0.9
2023-09-29T02:00:00Z,23.8,37.2,27.3,27.4,69.4,0.5,0.6
2023-09-29T03:00:00Z,22.5,33.5,26.6,46.6,97.9,0.6,0.6
2023-09-29T04:00:00Z,22.4,35.5,20.1,37.7,77.9,0.5,0.6
2023-09-29T05:00:00Z,19.3,28.7,22.4,87.8,157,0.6,0.6
2023-09-29T06:00:00Z,20.6,31.7,22.3,124.9,213.8,0.7,0.7
2023-09-29T07:00:00Z,23.9,42.1,22.5,122.3,209.9,0.8,1.1
2023-09-29T08:00:00Z,26.1,46.2,27.1,141.4,243.8,1,1.2
2023-09-29T09:00:00Z,24.6,49.7,42.6,116.5,221.3,0.8,1.2
2023-09-29T10:00:00Z,21.5,46.6,60.2,80.9,184.5,0.7,0.9
2023-09-29T11:00:00Z,19.7,44.6,67.4,59.5,158.7,0.7,0.7
2023-09-29T12:00:00Z,16.1,40.1,50.4,34.5,103.2,0.5,0.5
2023-09-29T13:00:00Z,14.4,29.2,72.1,52.8,153.1,0.5,0.4
2023-09-29T14:00:00Z,13.6,28,54.5,31.2,102.3,0.5,0.4
2023-09-29T15:00:00Z,13.9,30.7,75.2,39.8,136.4,0.5,0.4
2023-09-29T16:00:00Z,13.8,29.4,74.7,42.2,139.3,0.5,0.4
2023-09-29T17:00:00Z,14.4,28.4,96.8,70.3,204.7,0.8,0.5
2023-09-29T18:00:00Z,19.4,42.4,120.6,253.7,509.5,1.5,1
2023-09-29T19:00:00Z,20.2,43,90.2,135.2,297.5,1.1,1.6
2023-09-29T20:00:00Z,21.2,40.2,71.3,87.6,205.6,1,1.2
2023-09-29T21:00:00Z,22.7,39.2,66,79.8,188.4,1,1.2
2023-09-29T22:00:00Z,24.3,40.9,59.8,83.9,188.4,1,1
2023-09-29T23:00:00Z,25.2,39.7,39.4,69,145.1,0.9,1
2023-09-30T00:00:00Z,27.3,41.1,34.6,62.4,130.3,0.8,0.9
2023-09-30T01:00:00Z,26.8,39.3,28.7,63.7,126.4,0.8,0.9
2023-09-30T02:00:00Z,27.6,40.7,24.9,63.2,121.8,0.8,0.9
2023-09-30T03:00:00Z,26.9,40.1,24,60.4,116.6,0.7,0.9
2023-09-30T04:00:00Z,25.7,38.3,23.2,52.9,104.2,0.6,0.8
2023-09-30T05:00:00Z,24.9,37.2,25.8,49.5,101.8,0.6,0.6
2023-09-30T06:00:00Z,23.8,34.9,29.1,61.2,123,0.6,0.6
2023-09-30T07:00:00Z,21.5,34.3,34.1,72.6,145.4,0.6,0.6
2023-09-30T08:00:00Z,20.7,31.7,39.5,61.1,133.3,0.6,0.7
2023-09-30T09:00:00Z,23,31.2,35.6,54.1,118.6,0.7,0.7
2023-09-30T10:00:00Z,23.1,32.2,37.4,51.3,115.9,0.7,0.7
2023-09-30T11:00:00Z,22.4,33.1,38.6,45.6,108.5,0.7,0.7
2023-09-30T12:00:00Z,20.8,27.9,41.6,43.4,108,0.8,0.7
2023-09-30T13:00:00Z,14,18.7,45.1,66,146.3,0.9,0.8
2023-09-30T14:00:00Z,8.8,11.5,43.8,71,152.7,0.8,0.8
2023-09-30T15:00:00Z,9.7,11.8,38.5,62.3,134,0.7,0.8
2023-09-30T16:00:00Z,7.8,10.4,28.7,37.7,86.5,0.5,0.6
2023-09-30T17:00:00Z,9.7,13.6,40.7,62.2,135.9,0.7,0.5
2023-09-30T18:00:00Z,15.9,21.2,39.7,82.5,166.3,0.8,0.6
2023-09-30T19:00:00Z,14.4,20.8,51.1,119.7,234.6,1,0.8
2023-09-30T20:00:00Z,14.2,24.8,47.8,123.9,237.9,1.1,1
2023-09-30T21:00:00Z,15.5,29.3,39.3,79.7,161.5,0.8,0.7
2023-09-30T22:00:00Z,13.8,25.5,32.2,56.5,118.8,0.6,0.7
2023-09-30T23:00:00Z,14.5,25.3,32.1,51.4,110.8,0.6,0.6
2023-10-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA
